,Positive,Neutral,Negative
10,"RT @VANurse1212: ➡️ Covid Poll 

🔄 Please RT After Voting For a Better Illustration

➡️ Did Anyone You Personally Know Test Positive For #C…",First US case of Wuhan coronavirus confirmed by CDC https://www.wtva.com/content/news/567172432.html …,"Coronavirus Outbreak: Live Updates for Jan. 31, 2020 - Bloomberg https://www.bloomberg.com/news/articles/2020-01-30/china-deaths-rise-to-212-who-declares-emergency-virus-update …"
11,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…",This map tracks the coronavirus in real time https://www.wapt.com/article/this-map-tracks-the-coronavirus-in-real-time/30701100 …,New screening to begin at more airports amid coronavirus concerns https://www.wapt.com/article/new-screening-to-begin-at-more-airports-amid-coronavirus-concerns/30743241 …
12,The Trump Administration’s @HHSGov’s choice to finalize its #Section1557 rule now—as Black women &amp; their families n… https://t.co/6ANnziOGkZ,If like me or got anything to say to me lmk now cause this coronavirus not a joke,Damn I wish they would come out with a vaccine for the corona virus cause I need that
13,"RT @AmerMedicalAssn: For those fighting #COVID19 on the front lines, @Headspace is offering free subscriptions to help maintain mindfulness…",Coronavirus will Jill is all first,If the corona virus that serious why folks keep flying over seas & on cruises 
14,"RT @iamGrvJ: How CEOs Can Win the Fight and Transform to Win the Future

#COVID19 #coronavirus #global #economy #healthtech #healthcare #ma…",Chinese health report says tens of thousands of new coronavirus cases have been mild https://www.wapt.com/article/chinese-health-report-says-tens-of-thousands-of-new-coronavirus-cases-have-been-mild/30970920 …,"If @realDonaldTrump had never put tariffs on China.

Would we have Coronavirus outbreak??????????????????????????????????????????????????????????????????????????????????????????????????????"
15,"We’ve got a lot going on in our state. Today, I announced several decisive actions being implemented to protect the people of Mississippi, including preparations for the #coronavirus, key appointments, and plans for cybersecurity. 1/6 pic.twitter.com/Be7gDq49mP",Don’t dither. The field will fill up - and @MarathonKoach will pass out coronavirus masks to everyone if that’s what it takes. https://twitter.com/Coke10k/status/1232450633791225856 …,Pompeo smacked down hard by Ted Lieu for ducking out on coronavirus questions so he could speak at CPAC https://www.rawstory.com/2020/02/pompeo-smacked-down-hard-by-ted-lieu-for-ducking-out-on-coronavirus-questions-so-he-could-speak-at-cpac/#.XlmoRvLSuTA.twitter …
16,School helping student stay safe from coronavirus https://www.wapt.com/article/school-helping-student-stay-safe-from-coronavirus/31252829 …,And there it is everybody Trump was going to have rallies in California and now California has this big pandemic that doesn’t exist of the coronavirus and nobody’s going to pack a stadium with the fear that everybody else there might have it!!! https://twitter.com/bocfus/status/1232793818770046976 …,Is he ill or does he have a fear of getting the coronavirus by exposing himself to people in South Florida https://twitter.com/TXTrumpette89/status/1232789200149340165 …
17,"Of course they don't. The Fuhrer a.k.a Petty Patty is too busy on Twitter talking about people and the MSM not kissing his mango a** 

""The Trump administration doesn’t yet have a plan to handle Grand Princess coronavirus cases, officials say"" https://www.vox.com/policy-and-politics/2020/3/8/21170411/coronavirus-cruise-ship-trump-white-house-grand-princess-carson-adams …","RT @CherylBlueWave: OPEN SCHOOLS?  Are you out of your mind!

You just announced a dramatic spike in COVID cases. What the actual....

I ve…",RT @FBI: Do you shop online? You should beware of sellers who demand you pay fees related to fake #COVID19 shipping laws or regulations. Th…
18,The women of Italy may contract coronavirus but thank goodness they will maintain their eyesight now.,RT @AmerMedicalAssn: Please don't confuse re-opening with returning to normal. Acting as though #COVID19 is behind us now will lead to anot…,"Coronavirus 2nd Wave? Nope, The U.S. Is Still Stuck In The 1st One https://t.co/ANcF08aXkq #covid19 #publichealth v… https://t.co/UjjZ7IarjC"
19,"To brighten your day in the midst of this coronavirus pandemic, here are some crane flies mating on my car. pic.twitter.com/h36r90Nkvd",RT @AmerMedicalAssn: Please don't confuse re-opening with returning to normal. Acting as though #COVID19 is behind us now will lead to anot…,"RT @BadFoxGraphics: 1/ FAKE NEWS EXPOSED: @FoxNews under fire for using digitally-altered images and a photo of burning St. Paul, MN (May 3…"
20,"As part our mission of delivering excellence to women of all ages for over 30 years, the most important part of that very mission is to ensure the health and safety of our patients, providers and employees.  Please read & share the MOGA Coronavirus (COVID-19) Update. pic.twitter.com/GuqiJU2Cdr",RT @AmerMedicalAssn: Please don't confuse re-opening with returning to normal. Acting as though #COVID19 is behind us now will lead to anot…,#COVID19 Updates - News Break https://t.co/PkmYXTQ7GD
21,"I’m humbled to be included. What a nice way to end Day 357,543 of self isolation. #TrumpPandemic @BernieSanders #NotMeUs #BernieSanders #coronavirus #selfisolating #BernieKnewhttps://www.independent.co.uk/news/world/americas/us-election/polarized-bernie-sanders-joe-biden-election-mississippi-primaries-a9415366.html …",Look at the bi*** in the back. She is working to cut Medicare and Social Security. Naysayers to Coronavirus. These people are evil. https://twitter.com/maggieNYT/status/1234620274957570051 …,"We’re not testing for the coronavirus bozo.  We have no idea how many cases are here, nor how many deaths will come.  What’s your point exactly?"
22,,Everytime somebody come around me coughing and shi I be thinking bout that coronavirus shi ,"The UK Only Realised ""In The Last Few Days"" That Its Coronavirus Strategy Would ""Likely Result In Hundreds of Thousands of Deaths"" https://www.buzzfeed.com/alexwickham/coronavirus-uk-strategy-deaths …"
23,,Coronavirus: What you need to know in Mississippi https://www.clarionledger.com/story/news/local/2020/03/02/coronavirus-spreading-across-u-s-mississippi-danger/4929486002/ … via @clarionledger,
24,,Coronavirus Not A Crisis. Are Media Spreading Panic To Get Trump? https://www.thenewamerican.com/usnews/health-care/item/35025-coronavirus-not-a-crisis-are-media-spreading-panic-to-get-trump?ct=t(EMAIL_CAMPAIGN_12_2_2019_15_37_COPY_01)&mc_cid=284fc7ac93&mc_eid=ba2dcdfe76 …,
25,,People stealing masks from my work bc of the coronavirus....baby please educate yourself,
26,,SEC Tournament is still on for now — with preventive measures aimed at the coronavirus http://dlvr.it/RRZ8VR pic.twitter.com/VrDKXdtean,
27,,"As coronavirus fears intensify, I have decided to cancel my upcoming concerts at Radio City Music Hall, Red Rocks, Carnegie Hall, and the big Walmart in Tuscaloosa. 

Please respect my decision.",
28,,DUE TO THE CORONAVIRUS PANDEMIC I AM CANCELING ALL CLASSES IN THE MONTH OF MARCH. I JUST CANT TAKE THE RISK OF ONE OF MY STUDENTS GETTING THIS IN ONE OF MY CLASSES. YOUR HEALTH IS MORE IMPORTANT THAN ME MAKING A DOLLAR.,
29,,The Mississippi Insurance Department announced that major carriers will waive the cost of medically necessary coronavirus testing if ordered by a health care professional. https://mississippitoday.org/2020/03/10/most-mississippi-insurers-to-cover-coronavirus-testing-20-tested-with-zero-confirmed-cases/ …,
30,,Coronavirus is officially in the Mississippi Delta. https://twitter.com/jontarius/status/1238614976841080833 …,
31,,Greenwood Leflore Hospital confirms coronavirus case https://www.gwcommonwealth.com/news/article_9b0d4b2c-6570-11ea-bc37-33481377eaa8.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share … via @gwcommonwealth,
32,,Coronavirus taking ova ,
33,,C Spire supports the @FCC’s #KeepAmericansConnected Pledge and will waive any late fees that residential or small business customers incur because of disruptions caused by the coronavirus and will not terminate service. #COVID19https://twitter.com/FCC/status/1239651822492684288 …,
34,,C Spire supports the @FCC’s #KeepAmericansConnected Pledge and will waive any late fees that residential or small business customers incur because of disruptions caused by the coronavirus and will not terminate service. #COVID19https://twitter.com/FCC/status/1239651822492684288 …,
35,,Coronavirus taking ova ,
